,E,I,J,L,Q,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
1,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1806.388796,1775.486844,1175.401104,1163.162174,301.685900,218.328782,41.994051
2,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1794.027522,1766.643787,1197.940551,1190.124586,301.763964,210.806138,39.378237
3,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1694.791199,1672.834579,1068.167327,1065.405041,301.539385,216.840577,41.573782
4,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1735.926776,1707.947832,1130.260209,1121.511852,295.341001,209.916822,40.026381
5,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1806.864577,1780.652146,1189.269316,1182.504146,301.879268,215.352052,40.780953
6,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1835.614711,1789.587478,1269.811737,1243.168812,285.315733,198.268663,37.181480
7,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1852.193588,1845.497315,1249.885775,1257.105530,284.773604,232.986192,39.814709
8,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1727.641742,1687.734907,1143.199156,1123.525924,286.616925,199.267902,38.489665
9,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,1871.905151,1827.358371,1285.668670,1262.000921,289.064606,204.649761,38.529224
10,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1663.780148,1633.702855,1100.148760,1089.649857,277.672286,194.496292,37.099881
11,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1751.683242,1710.395093,1127.157519,1106.184127,299.429629,213.370147,41.214747
12,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1652.519468,1647.887757,1097.351288,1102.832184,253.780609,220.888978,36.805019
13,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1607.954898,1580.475216,977.758775,969.450728,300.447141,215.910279,41.699117
14,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1647.295014,1598.419996,1037.087952,1007.571931,292.764313,208.370298,40.316375
15,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1766.475478,1740.485814,1184.959581,1179.456635,292.372604,203.429353,38.196602
16,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,2026.565994,1939.540239,1226.059692,1160.720978,333.263552,244.849163,53.584897
17,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1652.922869,1626.991106,1055.333361,1048.179673,285.008753,200.541381,39.568590
18,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1732.350706,1729.056735,1128.040968,1138.622905,281.356781,225.546404,40.081397
19,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1577.947556,1549.800734,950.076514,940.322115,291.085298,204.943116,41.790741
20,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1720.513947,1686.675188,1083.463622,1069.449967,306.895219,217.749453,42.207902
21,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1838.660905,1801.724352,1223.563766,1206.122921,294.523911,208.788758,40.712111
22,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1835.913221,1802.448349,1228.818146,1214.610291,298.373825,212.873977,40.035837
23,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1682.522765,1649.139557,1091.648212,1077.289059,289.535324,204.284790,38.980157
24,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1787.714191,1750.795422,1155.903395,1139.056732,306.016063,217.547074,41.714715
25,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1811.084517,1767.435429,1227.634780,1203.274579,291.165053,204.471298,38.395756
26,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1683.290067,1645.871933,1081.414263,1063.500485,295.737599,208.268005,39.702469
27,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1729.852067,1733.302138,1081.581055,1102.925034,307.565702,229.996196,42.964301
28,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1742.150329,1711.561111,1144.561339,1132.773234,294.074888,211.507876,39.427176
29,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1693.694628,1704.667157,1061.938134,1090.029420,301.446412,229.967602,41.816910
30,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1685.162186,1663.615628,1073.651183,1071.709046,298.259429,207.647327,40.413761
31,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1586.729322,1542.675780,1030.288634,1004.191406,270.613692,187.881974,36.817297
32,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1748.731953,1695.519758,1129.685729,1097.108518,308.141084,217.049868,40.758142
33,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1671.508314,1634.485642,1074.362379,1055.895353,287.443787,202.909255,39.500531
34,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1724.362454,1714.755495,1162.845121,1164.204483,264.058824,229.144543,37.130105
35,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1696.513764,1672.807314,1118.511477,1114.555314,287.983640,200.043868,38.052419
36,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1628.218417,1593.412463,1025.292740,1009.290119,297.136002,206.041338,39.851105
37,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1681.343946,1663.476196,1070.307728,1071.943118,296.853009,208.239186,40.391183
38,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1784.421755,1774.326980,1170.533493,1172.407487,280.772946,235.069684,40.787222
39,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1696.217087,1651.909153,1097.408917,1073.309234,300.565446,208.131039,39.451813
40,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1769.313428,1817.926840,1182.199156,1244.190293,279.046951,225.195132,38.823551
41,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1853.730390,1817.203440,1237.367812,1221.523240,299.392150,208.254381,40.637449
42,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1798.252523,1766.702974,1216.185866,1204.784481,290.589887,200.438144,38.269291
43,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1640.978411,1609.765639,1033.936872,1021.589811,288.951675,203.953566,40.177339
44,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1807.213514,1779.542447,1188.902923,1181.233872,303.139575,213.453075,40.785936
45,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1686.824877,1667.177947,1070.507842,1069.908496,292.789230,209.621481,40.757528
46,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1662.015793,1634.443282,1036.800779,1029.039106,301.619325,213.993669,41.317742
47,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1827.960572,1830.187608,1180.106614,1201.520036,307.066881,225.855390,42.843789
48,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,1938.824294,1895.169111,1330.381427,1308.012695,306.278074,211.376649,39.985896
49,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1681.529325,1636.607066,1096.954346,1070.742600,287.952709,203.933682,38.551612
50,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1763.416324,1747.000825,1155.439605,1151.477232,282.809329,240.970072,40.267470
51,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1680.281580,1640.842442,1137.142000,1114.999282,266.968791,190.307848,35.804944
52,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1698.357253,1649.993322,1092.516284,1064.032226,293.792988,206.095994,39.984276
53,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1756.633848,1700.266666,1140.189941,1103.158598,297.587910,212.680909,40.695807
54,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1674.090134,1637.113158,1049.334777,1033.018372,304.239058,214.249054,41.260008
55,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1623.651155,1599.434176,1018.340529,1012.505112,288.757871,201.843675,40.113258
56,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1797.279695,1762.302536,1205.474475,1189.882537,287.310942,203.125981,39.019910
57,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1793.812745,1750.724489,1191.051166,1167.635710,297.412306,211.549591,39.691533
58,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1732.348634,1749.254896,1042.463745,1079.020065,322.338960,237.880828,45.783303
59,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1759.415835,1737.885328,1147.162963,1144.250314,297.631938,211.932695,40.473102
60,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1635.644501,1612.123141,993.252011,989.297637,309.590701,219.195862,42.569502
61,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1879.843721,1830.944705,1294.662946,1265.968479,296.811873,201.849762,38.499264
62,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1648.198730,1612.736985,1072.526567,1055.964020,281.655579,198.107802,37.955674
63,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,2061.527649,2027.717424,1336.130878,1322.573259,318.168103,234.777132,48.291609
64,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1654.149382,1650.077333,1036.486678,1045.137715,283.338652,238.656617,41.062961
65,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1578.895523,1557.802353,959.012694,956.200073,295.316117,212.332744,41.099158
66,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1794.209353,1757.967229,1214.369156,1197.722352,289.632037,203.286955,38.175616
67,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1751.858143,1700.473786,1142.550982,1110.310550,297.733458,213.616743,40.208854
68,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1854.630724,1817.017988,1197.730087,1181.097196,319.291047,231.584687,43.301313
69,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1593.252504,1564.873839,962.811703,952.885629,291.725908,212.158267,41.866666
70,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1744.958462,1709.448976,1150.538195,1134.766435,294.315579,211.289981,39.149149
71,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1619.936954,1622.014113,1011.138903,1023.882553,268.132022,231.883891,40.643045
72,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1703.138154,1668.969974,1075.608488,1061.601168,312.508377,222.636335,41.354100
73,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1761.997495,1738.642276,1118.979464,1114.789021,308.803315,225.167357,42.499111
74,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1732.333722,1734.420795,1152.617312,1164.449919,268.683932,237.313080,38.439697
75,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1715.068478,1690.183254,1130.117651,1124.794587,290.891390,204.702011,38.491256
76,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1859.233994,1829.190353,1226.552902,1208.180405,284.434816,248.511094,41.994274
77,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1656.446521,1619.198957,1034.220106,1016.880782,297.676147,211.515657,41.137578
78,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1723.327010,1683.191070,1119.577515,1099.023589,294.186218,208.164504,39.869213
79,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1743.452576,1716.920412,1136.277053,1129.627791,295.918621,207.254290,40.046667
80,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1736.337417,1737.420811,1084.602426,1102.981354,305.987963,234.444353,43.213803
81,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1700.831022,1661.827624,1096.003125,1075.812305,289.509887,205.715975,40.015567
82,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1691.120670,1654.861113,1091.426068,1075.397259,297.456498,208.840379,39.489425
83,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1826.969298,1808.860777,1200.775042,1196.806274,282.382886,232.763703,41.583765
84,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,1885.056946,1844.488872,1302.158841,1281.348811,291.868573,210.167985,38.256830
85,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1742.575103,1695.179733,1178.930800,1151.037217,279.072343,195.574155,37.064662
86,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1727.960591,1676.083116,1158.623138,1126.908709,283.584716,198.819610,37.390465
87,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1772.548204,1731.863865,1126.372361,1104.881943,302.945943,222.359104,42.801074
88,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1747.923046,1720.001009,1137.013842,1128.694261,298.238330,210.324309,40.327214
89,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1669.770034,1620.165952,1048.770371,1018.956909,299.825210,213.022215,41.046838
90,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1628.129301,1598.243700,1022.913296,1011.026280,288.453538,205.650023,40.126775
91,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1815.775088,1769.125369,1212.494735,1184.296266,290.437653,207.684598,39.881241
92,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1797.272308,1753.155547,1210.245469,1187.057429,296.667527,206.464710,38.535405
93,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1683.843615,1656.109313,1135.590119,1126.589901,267.919752,188.494583,36.107384
94,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1774.904142,1733.254501,1184.369085,1163.023731,282.800678,198.129929,38.943846
95,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1901.135147,1868.446745,1310.440979,1299.002286,300.518980,212.392499,38.706847
96,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1636.599608,1630.339006,1057.170272,1061.611984,265.774539,229.226552,38.454903
97,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1726.547651,1702.037412,1126.294132,1120.792571,287.784714,202.356478,39.675983
98,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1672.439128,1631.337202,1055.221131,1032.900330,293.524795,211.528430,40.850081
99,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1782.770951,1749.640896,1191.973374,1178.578076,285.888397,200.942503,38.970286
100,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1641.839370,1606.698835,1024.857758,1008.576117,295.672852,210.289472,40.829500
101,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,1750.998091,1709.354112,1209.205823,1186.376558,270.482332,186.296325,35.622570
102,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1639.079912,1631.832257,977.151369,989.385100,302.623611,216.708447,44.005234
103,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1627.150285,1582.285858,1053.441210,1026.619830,280.434009,197.167570,37.908913
104,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1615.261031,1585.649823,1018.659693,1008.456266,290.739011,205.518248,39.412902
105,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1669.171417,1635.826614,1103.324193,1088.875990,278.112613,194.514495,37.291211
106,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1697.547336,1684.022644,1151.616380,1148.014328,250.381111,218.640704,36.188875
107,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1768.677734,1737.078709,1162.537686,1150.690157,292.131881,207.572051,39.987429
108,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1681.068180,1641.280611,1083.379303,1062.991270,285.744705,201.040387,39.481447
109,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1655.448657,1633.264788,1056.042114,1052.808132,286.208606,203.830034,39.613148
110,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,2233.028169,2210.858519,1470.049328,1469.062165,318.766708,238.168047,50.932805
111,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1795.748027,1783.864531,1207.962744,1210.206161,278.719602,229.504743,38.802701
112,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1771.979793,1733.736233,1153.264576,1134.610214,290.936920,206.474624,40.911436
113,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1638.816163,1632.666780,1109.184722,1113.516359,242.808717,209.639908,35.081085
114,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1727.061204,1682.215130,1125.270555,1100.843524,294.498244,206.031221,39.639870
115,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1724.008633,1696.375441,1102.023501,1094.532592,302.995196,214.579967,41.039793
116,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1717.821047,1733.663178,1076.937624,1110.211196,296.227371,223.744633,42.553493
117,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1818.174360,1777.610536,1212.686034,1191.842834,291.300706,203.767944,40.000012
118,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1799.955859,1757.133205,1217.692721,1194.719040,287.498276,200.204269,38.338342
119,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1677.477476,1671.883894,1097.498795,1101.954028,260.880127,227.047335,38.549331
120,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1681.998471,1685.665743,1106.436755,1123.780582,269.689390,217.946642,38.088156
121,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1724.356521,1726.041778,1112.424825,1128.501253,273.074264,223.396043,40.658393
122,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1674.962312,1672.344848,1051.870495,1061.145386,289.091385,243.516707,41.392152
123,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1836.279205,1794.831300,1222.084337,1201.471080,307.873948,216.323683,40.392505
124,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1823.524611,1775.568676,1175.726209,1149.390109,310.856646,218.720211,42.766675
125,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1708.828364,1705.599139,1112.869263,1120.716160,275.171128,236.885103,39.542123
126,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1698.090572,1654.719515,1104.031707,1080.731552,297.051393,209.174029,39.107381
127,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1608.000824,1576.260498,1003.909304,990.216748,288.555910,207.459775,39.983131
128,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1685.968350,1695.165041,1015.069201,1040.206959,306.995392,241.656084,44.644538
129,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1784.682803,1771.669327,1174.387680,1173.603165,279.282681,234.417494,40.541328
130,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1653.584203,1668.698106,1002.315934,1031.649965,301.699949,242.583042,43.284693
131,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1716.698531,1710.673446,1092.243959,1097.476014,282.234175,238.411009,41.606459
132,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1681.847352,1647.744748,1076.719178,1061.498672,293.391618,206.477964,40.035611
133,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1762.253511,1751.838911,1156.734227,1161.218735,287.760234,231.133043,40.059192
134,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1809.880632,1779.543764,1223.760742,1212.794236,294.711135,207.929255,38.552661
135,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1862.050884,1817.175719,1246.695628,1223.203685,307.830520,217.614548,40.424457
136,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1688.453120,1650.843982,1098.517269,1080.922837,290.568238,203.427290,38.869713
137,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,1913.514403,1872.286849,1314.351514,1294.700899,303.155576,210.247996,39.299108
138,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1742.725084,1707.621276,1142.660433,1127.216261,288.078459,206.266706,39.578897
139,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1804.955047,1755.214230,1198.974459,1169.930713,299.338103,211.251035,39.848704
140,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1711.709596,1679.143371,1042.256653,1030.857697,324.890792,234.441012,44.209216
141,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1808.717866,1765.654968,1206.052215,1183.976182,302.763873,214.302306,39.594650
142,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1848.365611,1810.774216,1233.422577,1216.511446,300.636769,213.243270,40.514682
143,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1933.982424,1926.446192,1307.791548,1320.193801,304.169251,226.068631,41.224017
144,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1681.549728,1684.569322,1054.221401,1070.392942,282.856430,235.825452,41.719734
145,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1764.711303,1735.029191,1186.541645,1177.072279,292.452268,204.252624,37.974030
146,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1882.104841,1848.135850,1253.853899,1241.441255,306.516004,216.230897,41.367391
147,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1731.549517,1719.282763,1141.988650,1141.937442,276.899396,234.935421,38.988237
148,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1743.510711,1721.952896,1110.216829,1109.427122,310.455598,219.481458,41.748658
149,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1780.667332,1749.796434,1155.552557,1144.196461,301.798875,217.128249,41.274436
150,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1761.964096,1724.632295,1134.763902,1117.891983,305.368515,214.113234,41.406871
151,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1700.358525,1689.925018,1103.639877,1104.235823,274.759981,235.324633,39.643189
152,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1747.241777,1710.466857,1138.166904,1120.869783,298.017488,211.744094,40.176542
153,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1613.085740,1581.249008,1016.046265,1003.407426,292.886950,206.503651,39.423176
154,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1684.755922,1652.521366,1050.809692,1039.054746,308.458741,216.789368,41.883728
155,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1544.071946,1547.123521,975.172426,987.750825,261.159225,227.174725,37.847885
156,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1619.858582,1601.914643,1041.575848,1042.018680,284.123154,199.303286,38.200002
157,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1942.727051,1853.877567,1233.975279,1164.874726,308.314621,221.947115,47.327006
158,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1723.664123,1686.625902,1066.164243,1050.084945,312.199220,221.785878,43.563666
159,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1848.176835,1808.646983,1271.062973,1251.595304,291.155551,204.019976,37.896136
