,E,I,J,L,Q,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
160,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1698.229536,1661.046190,1066.749514,1048.906646,299.205414,217.962266,41.783932
1,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1798.548932,1725.090135,1180.827383,1125.247756,294.542008,211.532519,41.284993
2,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1769.236985,1753.733182,1179.360515,1184.143357,300.311189,207.464353,38.967026
3,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1673.570419,1641.872068,1045.077923,1032.419967,297.228421,211.131398,41.821827
4,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1733.051951,1708.689546,1128.393968,1122.999540,295.405440,207.990463,40.036293
5,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1771.006321,1746.979184,1155.503175,1150.163250,294.404556,212.649857,40.795225
6,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1815.404893,1770.770021,1250.395766,1224.997605,286.354751,195.780364,37.191528
7,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1776.255679,1732.512711,1201.250534,1175.864701,282.872989,202.109344,37.901312
8,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1663.394056,1615.993545,1106.139981,1077.423229,274.093826,188.543195,36.745640
9,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,1753.603501,1716.723142,1207.425921,1188.998730,267.931505,188.400150,35.948408
10,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1711.498823,1682.489748,1126.510879,1117.702133,291.132737,203.110395,38.462980
11,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1642.194625,1634.571399,1047.139390,1050.552631,259.849899,224.185732,39.669137
12,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1699.075071,1651.304550,1131.125860,1102.454682,280.675079,197.667572,37.403246
13,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1629.354937,1636.872298,985.532683,1006.253588,290.707241,241.081770,42.851836
14,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1674.837660,1642.393616,1043.769076,1030.724948,306.895539,219.003494,41.714783
15,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1785.909746,1752.481185,1199.452133,1186.658341,296.766051,207.607625,38.500551
16,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1619.764112,1587.408601,1010.733822,997.322405,290.307541,207.735533,40.286831
17,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1685.098786,1666.519194,1070.809877,1071.325392,292.441223,209.361877,40.615779
18,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1805.523180,1774.856062,1167.656953,1157.522171,307.334245,219.657183,42.088075
19,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1586.766675,1556.354552,964.484510,952.330095,293.739288,213.435595,41.270839
20,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1579.032427,1582.087266,983.650787,997.487367,261.572373,223.817337,39.758316
21,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1807.202911,1774.173324,1208.160891,1195.251114,290.344698,205.378891,39.480372
22,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1843.759765,1816.665269,1235.871900,1229.001254,298.524750,212.388474,39.998699
23,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1821.495168,1782.319951,1188.982846,1170.863035,315.721587,224.759659,41.595236
24,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1688.778917,1652.669527,1087.225265,1070.533783,289.720094,204.094604,39.716397
25,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1884.719452,1838.099654,1272.462571,1246.081958,303.878204,216.806242,40.272205
26,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1698.358110,1690.262784,1098.662994,1102.184543,281.995989,239.842133,39.704741
27,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1620.843506,1587.398024,1024.627227,1010.908511,296.773685,207.433917,39.312505
28,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1667.280964,1637.308455,1100.807158,1089.468473,281.402056,198.044285,37.317105
29,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1689.851945,1647.406524,1060.357130,1038.149612,305.295779,216.553927,41.588473
30,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1676.751452,1651.141328,1070.764742,1064.668838,289.214264,206.087952,40.062149
31,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1778.038419,1746.666171,1157.578450,1146.515351,304.763489,218.374086,40.874782
32,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1672.182605,1636.775295,1080.315093,1065.317475,293.656587,204.415136,38.957089
33,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1736.855165,1725.992112,1118.769926,1119.618795,280.393161,239.297657,41.058979
34,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1773.928227,1735.576572,1193.986406,1176.060715,292.004089,204.359912,38.072626
35,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1711.812134,1682.899524,1128.166138,1119.825427,290.309383,203.423950,38.362496
36,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1653.094697,1615.932431,1041.356787,1024.436747,302.164641,211.493775,40.327633
37,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1700.238495,1674.146774,1082.671617,1076.490555,299.235355,211.500400,40.796444
38,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1713.713879,1702.109514,1127.362229,1125.887863,264.796172,228.093006,38.964776
39,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1666.466923,1631.643691,1075.468458,1059.917969,293.581493,205.825608,38.938948
40,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1708.952205,1695.947677,1153.686463,1152.670393,260.572647,221.462594,36.716054
41,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1850.773805,1810.260481,1241.202009,1221.472503,300.221941,208.378416,40.127799
42,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1764.477417,1728.044952,1194.509673,1178.267409,285.142517,197.345365,37.472556
43,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1582.607453,1550.572787,989.364608,975.999666,280.427335,196.828479,39.276483
44,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1758.279819,1722.642731,1145.040452,1128.555281,289.744159,205.299744,40.590523
45,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1684.293745,1678.188063,1072.544095,1078.307327,277.312560,230.183459,40.691179
46,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1654.935866,1606.922881,1031.084431,1002.760848,294.043552,209.841384,41.315415
47,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1773.276262,1739.584442,1153.274229,1139.679814,304.954970,217.573087,40.878194
48,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,2137.102068,2101.054584,1427.577442,1411.860534,308.245952,225.156721,47.239118
49,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1660.397979,1619.955365,1079.110645,1057.475893,283.440703,201.445175,38.381970
50,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1787.840900,1758.516645,1163.067169,1154.264462,306.906250,218.538252,41.154490
51,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1788.996417,1747.396788,1199.720089,1177.216277,282.399581,202.214948,38.876539
52,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1679.939842,1637.101384,1087.846360,1064.901581,293.783189,207.837759,38.978501
53,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1707.848039,1687.269974,1107.961155,1097.988088,270.177887,239.355212,39.879886
54,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1623.003434,1589.841642,1023.997450,1009.824962,295.033311,209.003189,39.549025
55,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1635.083435,1605.062611,1025.692034,1014.988199,290.016573,207.611906,40.354694
56,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1782.363373,1743.038344,1195.784255,1175.795566,286.655331,203.489824,38.674282
57,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1714.878316,1652.807297,1146.390914,1104.239993,280.319993,196.684131,37.396525
58,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1552.311354,1526.703066,941.285340,934.748184,288.637419,205.674745,40.471966
59,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1730.896854,1704.121646,1136.179792,1128.454605,297.829575,209.385331,39.225767
60,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1552.099032,1538.277361,935.240482,939.771883,287.355346,204.889684,40.975079
61,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1805.270246,1769.055376,1245.608550,1229.393007,283.258390,196.165590,36.741298
62,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1716.868455,1677.546023,1114.217972,1094.759765,294.139591,207.413316,39.719931
63,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1690.261856,1649.892428,1120.788866,1100.055008,278.959167,195.673860,37.510529
64,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1605.482587,1613.588912,998.502504,1018.139190,269.695083,228.534252,40.423693
65,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1547.278154,1523.196916,938.890182,933.260013,289.253739,205.898514,40.340044
66,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1777.205414,1744.328994,1203.379855,1189.857639,288.804765,202.844516,37.749287
67,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1776.300493,1761.442322,1153.529754,1153.385405,289.916995,234.615498,41.247177
68,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1679.869793,1678.424025,1075.610076,1086.921772,270.869998,225.729993,40.195329
69,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1573.667375,1584.178851,957.848555,978.418806,277.719636,241.500073,41.030745
70,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1652.633561,1623.563873,1085.672026,1074.913560,273.661253,190.769215,37.491827
71,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1633.025607,1597.718720,1024.558148,1007.720059,288.359068,206.138183,40.323379
72,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1754.751819,1790.495437,1088.852600,1141.384798,305.804711,235.133268,44.302846
73,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1634.835607,1635.120162,1042.727019,1053.661897,268.395489,229.968671,39.395825
74,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1791.556534,1742.817996,1189.787278,1161.097367,299.250153,211.089935,39.646864
75,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1793.574050,1750.568758,1184.709045,1162.141481,308.690962,218.214596,40.018769
76,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1764.991134,1757.416763,1161.119461,1164.564192,276.595185,237.678179,40.078723
77,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1676.412539,1684.012523,1036.364077,1058.073377,288.722506,233.432234,42.584051
78,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1661.019838,1613.406827,1080.711605,1051.495561,282.018019,199.765336,38.357709
79,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1741.094085,1709.756027,1137.129135,1125.882127,291.869629,208.644426,39.847453
80,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1633.339476,1610.265308,1027.260862,1023.498322,297.249602,210.348316,40.006554
81,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1766.392717,1769.199642,1132.497683,1148.767058,286.976653,237.633378,42.119356
82,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1676.932706,1634.388094,1082.982773,1059.580144,292.154433,207.072599,39.181110
83,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1792.977370,1766.784929,1175.517167,1167.908291,298.998014,216.348585,40.808556
84,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,1755.332882,1719.404921,1210.651051,1193.276309,270.329393,191.074875,35.807721
85,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1792.256044,1766.284559,1201.213887,1196.139558,300.281906,211.478898,38.770858
86,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1900.710906,1830.735884,1233.937588,1185.279510,310.505111,220.891986,44.141009
87,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1703.226256,1685.693099,1084.852399,1086.486480,298.497530,214.033066,40.861152
88,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1737.264420,1710.764951,1126.514008,1118.681579,289.153808,208.504083,40.408275
89,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1684.392954,1648.951900,1051.947720,1036.460983,306.481781,218.732782,41.812928
90,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1732.876496,1699.057833,1088.235002,1074.239061,307.807859,220.740538,42.694549
91,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1765.602188,1741.109114,1178.704453,1172.486373,283.441494,202.245546,38.779421
92,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1768.568760,1741.548006,1188.745119,1182.163363,293.599042,204.792924,38.078645
93,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1883.438706,1846.261898,1278.751949,1262.225891,303.690780,217.348361,39.707042
94,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1829.734252,1819.250807,1226.968185,1230.997314,277.643780,229.772872,39.867496
95,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,2440.123065,2276.097320,1630.254216,1490.471755,347.454604,253.419907,53.906585
96,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1656.165878,1617.326261,1071.596831,1052.612548,287.956056,203.412292,38.499365
97,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1815.417132,1785.826921,1195.126710,1185.584641,304.066925,218.641146,40.873779
98,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1675.894759,1637.565339,1050.374985,1031.634722,293.921019,210.143326,41.469351
99,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1841.257656,1784.135530,1237.952557,1200.849664,291.935687,207.382795,39.759806
100,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1675.969208,1675.148451,1045.531694,1057.793183,287.874403,240.485212,41.909600
101,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,1822.539137,1807.564240,1259.809357,1257.283858,268.787992,222.784180,37.164736
102,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1546.446991,1526.651062,939.554075,938.177857,289.141007,206.022841,40.234785
103,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1692.559795,1650.169341,1095.256940,1071.842300,297.675093,212.098006,39.398620
104,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1621.955489,1621.352707,1020.003310,1030.297443,276.353443,239.239350,40.056309
105,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1651.340271,1625.941805,1089.828306,1083.178893,276.128146,195.343888,37.045765
106,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1758.409971,1718.147370,1191.297516,1169.549652,279.486955,200.637724,37.367797
107,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1687.633435,1657.690761,1106.956084,1094.966218,277.168381,198.808351,38.425798
108,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1715.833019,1678.153030,1102.810865,1084.067842,292.998424,208.392991,40.575389
109,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1622.829873,1598.227523,1037.639205,1031.022983,278.803132,200.519958,38.747822
110,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1840.969632,1779.140777,1256.525280,1214.138683,282.559238,201.300594,38.535113
111,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1745.966190,1700.410309,1180.220155,1154.572175,283.722797,198.704913,37.179143
112,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1750.822328,1708.120095,1157.595656,1134.212189,288.726472,204.639693,39.134239
113,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1793.485353,1759.175993,1206.058427,1191.952336,298.721268,207.094867,38.594276
114,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1740.271624,1702.918242,1136.155306,1118.676803,300.215510,214.316770,39.767459
115,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1702.926192,1669.925939,1090.791449,1077.864635,296.463255,208.662488,40.392465
116,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1717.510956,1716.529268,1085.303221,1097.056563,290.137705,239.761350,42.013800
117,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1792.716551,1748.457106,1197.597856,1173.001127,283.147567,202.786608,39.304899
118,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1779.407546,1741.879596,1203.742187,1186.080018,285.815066,199.026124,37.880619
119,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1867.291629,1794.612000,1227.447768,1176.036635,306.686906,218.790298,42.236992
120,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1688.308532,1657.437285,1112.807265,1101.256345,285.031065,198.594940,37.929971
121,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1789.246687,1757.700960,1159.976529,1149.278473,303.363831,215.019850,41.518857
122,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1676.726790,1674.642959,1047.938175,1060.395586,289.955997,235.466231,41.767366
123,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1777.612918,1727.220034,1183.056775,1152.413513,294.123026,207.631641,39.199919
124,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1749.460784,1712.683559,1127.757063,1110.481158,298.978671,216.191907,41.060778
125,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1700.553576,1653.890852,1106.090974,1078.513560,288.930450,203.783706,39.305839
126,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1715.750382,1672.523729,1104.535030,1081.309664,299.908464,212.064848,40.327612
127,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1617.741987,1578.367279,1009.133868,988.841887,290.597427,205.053495,40.323752
128,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1611.462771,1581.002918,972.594575,960.946651,297.923645,215.627276,42.442717
129,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1782.414919,1742.135544,1174.038056,1152.380020,292.688336,214.183227,40.224940
130,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1613.677091,1590.214784,977.986142,974.208833,302.693746,217.460710,42.149185
131,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1660.158765,1620.454221,1072.121290,1052.005674,292.223453,204.707109,38.786697
132,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1676.977994,1657.079650,1069.151475,1068.498297,294.121233,209.659774,40.184932
133,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1753.018494,1706.729433,1160.095884,1133.961364,299.056899,210.684314,39.017630
134,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1813.942182,1776.843747,1217.567291,1200.552792,293.020680,205.524153,39.298194
135,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1740.742830,1717.417553,1168.549134,1165.110277,285.079580,201.389100,37.596732
136,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1804.493925,1769.106783,1176.303023,1161.498992,310.362790,223.269503,41.368614
137,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,1940.799194,1895.355804,1340.687365,1317.184783,307.631551,215.753780,39.297492
138,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1680.465778,1673.638933,1102.846356,1106.040785,257.965205,226.363155,38.391283
139,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1807.227877,1754.695465,1200.165608,1167.482333,297.195555,212.587098,39.991663
140,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1635.741774,1603.593201,992.619031,980.152742,306.728848,218.356891,42.584385
141,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1782.714020,1770.218859,1187.910429,1188.330398,279.770247,231.357150,39.381321
142,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1882.670213,1850.383595,1258.408673,1247.312683,302.983749,213.047058,41.116047
143,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1734.030774,1695.837938,1170.084871,1151.000658,275.664128,193.680316,37.149649
144,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1721.422198,1689.293716,1087.055407,1074.993161,304.393390,218.651236,41.870165
145,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1758.866535,1729.601959,1179.091396,1169.711944,287.013960,203.117174,38.128836
146,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1825.494645,1817.241482,1219.591675,1224.516571,276.856614,231.935894,40.128953
147,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1666.986232,1664.030562,1101.733520,1109.553529,262.232267,227.050600,37.437273
148,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1712.482758,1681.388871,1096.676835,1085.041653,298.161560,212.811291,40.634437
149,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1746.471407,1724.119998,1134.805789,1134.753789,296.815199,206.293534,40.196694
150,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1646.134679,1613.584048,1055.375870,1041.558823,281.711957,198.687010,39.090433
151,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1715.899767,1671.253145,1117.381760,1092.125775,293.498082,208.412429,39.509426
152,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1793.316956,1785.891492,1168.613586,1172.922513,289.170927,249.775103,41.407107
153,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1606.108156,1578.249892,1012.049179,1001.938723,290.422120,206.844438,39.292181
154,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1660.259566,1626.806762,1028.649755,1014.457515,298.629973,211.872969,41.871625
155,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1585.388170,1591.938872,991.666886,1010.279999,268.712673,221.269818,39.567111
156,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1691.599521,1688.401858,1089.424637,1099.695829,282.219881,226.729278,39.962878
157,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1730.022339,1697.967743,1111.629150,1099.081392,297.274228,210.594311,40.873010
158,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1656.465530,1628.277161,1029.988588,1020.743610,299.136293,216.008759,41.441005
159,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1834.975993,1790.979189,1266.569015,1242.759827,286.932466,198.909580,37.311476
160,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1658.724111,1652.563444,1038.474202,1043.388105,272.917083,233.442625,41.360492
